ay,bleu_ay,bleu_iy,iy,x,z,dblue
दिल्ली ने 29 रन पर चार विकेट गंवा दिए थे ।,0.33932513407933634,0.23462350320528,दिल्ली ने 29 रनों पर चार विकेट गंवा दिए थे ।,Delhi lost four wickets in 29 runs.,दिल्ली ने 29 रन के अंदर चार विकेट गंवा दिए।,0.10470163087405635
मिलिंद ने नाबाद 44 रन बनाकर दिल्ली की जीत सुनिश्चित की ।,0.8070557274927982,0.15727800941615355,दिल्ली की जीत के मिलिंद ने 44 रनों पर नाबाद रोक दिया ।,Milind ensured the victory of Delhi by making 44 not out.,मिलिंद ने नाबाद 44 रन बनाकर दिल्ली की जीत सुनिश्चित की।,0.6497777180766446
प्रदीप सांगवान ( नाबाद 11 ) के साथ सातवें विकेट के लिए 42 रनों की अटूट साझेदारी की बदौलत टीम का स्कोर छह विकेट पर 225 रन तक पहुंच गया ।,0.49790117097034453,0.4646059713358311,"प्रदीप सांगवान ( नाबाद 11 ) के साथ सातवें विकेट के लिए 42 रन की अटूट साझेदारी निभाई , जिसके साथ ही टीम का स्कोर छह विकेट पर 281 रन हो गया ।","With Pradeep Sangwan (11 not out), with an unbroken partnership of 42 runs for the seventh wicket, the team's score reached 225 for six.",उन्होंने प्रदीप सांगवान (नाबाद 11) के साथ सातवें विकेट के लिए 42 रन की अटूट साझेदारी करके टीम का स्कोर छह विकेट पर 225 रन तक पहुंचाया।,0.03329519963451344
ये है दिल्ली की लगातार दूसरी जीत ।,0.2584865769785853,0.22089591134157885,ये कनार्टक की लगातार दूसरी जीत है ।,This is Delhi's second consecutive victory.,दिल्ली की यह लगातार दूसरी जीत है।,0.03759066563700644
हरियाणा की तरफ से रणबीर पटेल ने चार और आशीष शहज़ाद ने दो विकेट लिए ।,0.3446073377034663,0.3446073377034663,हरियाणा की तरफ से अशिथ पटेल ने चार और आशीष रेड्डी ने दो विकेट लिए ।,Harshad Patel took four wickets and Ashish Hooda took two wickets from Haryana.,हरियाणा की ओर से हर्षद पटेल ने चार और आशीष हुड्डा ने दो विकेट चटकाए।,0.0
दिल्ली के अब तीन मैचों में 14 अंक है और इसे शीर्ष पर कैद कर लिया गया है ।,0.11794224053267101,0.549995519064483,दिल्ली के अब तीन मैचों में 14 अंक हो गए हैं और वह शीर्ष पर मौजूद है ।,Delhi now has 14 points in three matches and it has been captured on top.,दिल्लीके अब तीन मैच में 14 अंक हो गए हैं और वह शीर्ष पर काबिज हो गया है।,-0.43205327853181197
क्रिकेट की अन्य खबरों के लिए यहां क्लिक,0.8824969025845955,0.8824969025845955,क्रिकेट की अन्य खबरों के लिए यहां क्लिक,Click here for other cricket news,क्रिकेट की अन्य खबरों के लिए यहां क्लिक करें,0.0
खेल जगत की अन्य खबरों के लिए यहां क्लिक,0.8948393168143697,0.8948393168143697,खेल जगत की अन्य खबरों के लिए यहां क्लिक,Click here for other sports news reports,खेल जगत की अन्य खबरों के लिए यहां क्लिक करें,0.0
"नई दिल्ली , जेएनएन ।",0.10682175159905853,0.10682175159905853,"नई दिल्ली , जेएनएन ।","New Delhi, JNN","नई दिल्ली, जेएनएन।",0.0
भारत और बांग्लादेश के बीच हैदराबाद में खेले गए चौथे टेस्ट मैच के चौथे दिन का खेल खत्म होने तक मेहमान टीम ने तीन विकेट पर 103 रन बनाए ।,0.7041462861102642,0.7568440125092788,भारत - बांग्लादेश के बीच खेले जा रहे एकलौते टेस्ट मैच में चौथे दिन का खेल खत्म होने तक मेहमान टीम ने तीन विकेट पर 103 रन बना लिए हैं ।,"By the end of the fourth day's play in the one-off Test match played between India and Bangladesh in Hyderabad, the home team scored 103 runs for three wickets.",हैदराबाद में भारत और बांग्लादेश के बीच खेले जा रहे एकलौते टेस्ट मैच के चौथे दिन का खेल खत्म होने तक मेहमान टीम ने तीन विकेट पर 103 रन बना लिए।,-0.0526977263990146
"दूसरी पारी में बांग्लादेश को मैच जीतने के लिए 357 रन की जरूरत है , जबकि भारत को इस टेस्ट मैच को जीतने के लिए सात विकेट की जरूरत है ।",0.6515366202853992,0.23423729036817914,"बांग्लादेश को दूसरी पारी में जीत के लिए 550 रन की जरूरत थी , जबकि इंडिया को इस टेस्ट मैच को जीत के लिए सात रन की दरकार है ।","In the second innings, Bangladesh need 357 runs to win the match, while India need seven wickets to win this Test match.",दूसरी पारी में बांग्लादेश को मैच जीतने के लिए 357 रनों की जरूरत है वहीं भारत को इस टेस्ट मैच को जीतने के लिए सात विकेट चाहिए।,0.41729932991722
अश्विन ने लिए मोमिनुल,0.16700679632444224,0.20252884954471367,अश्विन ने गमागे को किया,Ashwin out for Mominul Haq,अश्विन ने मोमिनुल हक को किया आउट,-0.03552205322027144
दूसरी पारी में रविचंद्रन अश्विन स्लिप पर खड़े शादाब की गेंद पर मोमिनुल हक को कैच दे बैठे ।,0.37296611242667116,0.11562158870670401,दूसरी पारी में टीम को अश्विन ने स्लिप पर धकेवार कर दिया ।,"In the second innings, Ravichandran Ashwin was caught by Mominul Haq standing on the slip.",दूसरी पारी में अश्विन की गेंद पर मोमिनुल हक स्लिप पर खड़े रहाणे को कैच दे गए।,0.25734452371996713
इसी के साथ बांग्लादेश को तीसरा झटका लगा ।,0.7259795291154771,0.7259795291154771,इसी के साथ बांग्लादेश को तीसरा झटका लगा ।,"With this, Bangladesh got a third blow.",इसी के साथ बांग्लादेश को तीसरा झटका लग गया।,0.0
इससे पहले सौम्य सरकार 42 रन बनाकर आउट हो गए ।,0.7860753021519787,0.4180134288483488,पहले बल्लेबाज सरकार 42 रन बनाकर आउट हुए ।,"Earlier, the benign government was out after scoring 42 runs.",इससे पहले सौम्य सरकार 42 रन बनाकर आउट हो गए।,0.36806187330362994
सरकार जडेजा की गेंद पर स्लिप पर खड़े अजिंक्य रहाणे को कैच दे बैठे और भारत को मिली दूसरी सफलता ।,0.897077374680109,0.897077374680109,सरकार जडेजा की गेंद पर स्लिप पर खड़े अजिंक्य रहाणे को कैच दे बैठे और भारत को मिली दूसरी सफलता ।,The government got caught by Ajinkya Rahane at the slip on Jadeja's ball and second successive success to India.,सरकार जडेजा की गेंद पर स्लिप पर खड़े अजिंक्य रहाणे को कैच दे बैठे और भारत को मिली दूसरी सफलता।,0.0
रविचंद्रन अश्विन ने तमीम इकबाल ( 03 ) को कोहली के हाथों कैच आउट करा कर भारत को पहली सफलता दिलाई ।,0.6255340042200862,0.5886994264160949,रविचंद्रन अश्विन को अश्विन ने तमीम इकबाल ( 03 ) को कोहली के हाथों कैच आउट करा कर भारत को पहली सफलता दिला दी ।,"Ravichandran Ashwin got Tamim Iqbal (03) caught by Kohli in the hands of Kohli, giving India the first breakthrough.",आर.अश्विन ने तमीम इकबाल (03 ) को कोहली के हाथों कैच आउट करा कर भारत को पहली सफलता दिला दी।,0.03683457780399135
इससे पहले भारत ने अपनी पारी 157 रन पर 4 विकेट गंवाकर अपनी पारी घोषित कर दी ।,0.3262478546610938,0.32263864160302524,इससे पहले भारत ने अपनी दूसरी पारी में 157 रन पर 4 विकेट खोकर अपनी पारी घोषित कर दी ।,"Earlier, India declared their innings in the second innings by losing 4 wickets for 157 runs.",इससे पहले भारत ने अपनी दूसरा पारी 4 विकेट खोकर 157 रन बनाकर पारी घोषित कर दी।,0.00360921305806855
दूसरी पारी में भारत की तरफ से पुजारा ने 52 रन की दमदार पारी खेली ।,0.861173529963367,0.861173529963367,दूसरी पारी में भारत की तरफ से पुजारा ने 52 रन की दमदार पारी खेली ।,"In the second innings, Pujara played an impressive 52 runs for India.",दूसरी पारी में भारत की तरफ से पुजारा ने 52 रन की दमदार पारी खेली।,0.0
इसी के साथ बांग्लादेश ने बांग्लादेश को जीत के लिए 459 रन की चुनौती दी ।,0.5681096832337497,0.3638016316415843,इसी के साथ बांग्लादेश को जीत के लिए 550 रन की दरकार है ।,"With this, Bangladesh challenged Bangladesh to 459 runs to win.",इसी के साथ बांग्लादेश को भारत ने जीत के लिए 459 रन की चुनौती दी।,0.20430805159216536
दूसरी पारी में भारत ने गंवाए 4,0.3768499164492419,0.28117066259517454,दूसरी पारी में ऐसे गिरे भारत के 4,India lost 4 wickets in second innings,दूसरी पारी में भारत के गिरे 4 विकेट,0.09567925385406734
बांग्लादेशी तेज गेंदबाज तस्कीन अहमद ( 07 ) को मुरली विजय ( 07 ) और विकेटकीपर रहीम ( 07 ) को लगा ।,0.12062940248564934,0.05133855551484978,बांग्लादेशी तेज़ गेंदबाज़ अहमद अहमद ने मुरली विजय ( 07 ) को कॉट एंड बोल्ड आउट कर दिया ।,Bangladeshi pace bowler Taskin Ahmed missed the ball in Murali Vijay (07) and missed wicketkeeper Rahim.,बांग्लीदेश के तेज़ गेंदबाज़ तस्कीन अहमद की गेंद को मुरली विजय (07) पढ़ने में चूक गए और विकेटकीपर रहीम को कैच दे बैठे।,0.06929084697079956
भारत को ये पहला झटका था ।,0.1092329990819115,0.7598356856515925,इसी के साथ भारत को लग गया पहला झटका ।,This was the first blow to India.,इसी के साथ भारत को लग गया पहला झटका।,-0.650602686569681
इसके बाद अशोक अहमद ने अपने अगले ओवर में भारत के दूसरे ओपनर बल्लेबाज इवान एल राहुल ( 10 ) को एलबीडब्ल्यू आउट कर भारत को दूसरा झटका दिया ।,0.15725269689971588,0.14983039581562568,इसके बाद अगले ही ओवर में फाल्कनर ने के एल राहुल ( 10 ) को बोल्ड कर भारत को दूसरा झटका दे दिया ।,"After that, Taskain Ahmed gave India a second blow to L Rahul (10) of India's second opener in Rahim's favor in the next over.",इसके बाद अपने अगले ही ओवर में तस्कीन अहमद ने भारत के दूसरे ओपनर के एल राहुल (10) को भी रहीम के हाथों कैच आउट करा कर भारत को डबल झटका दे दिया।,0.007422301084090199
इसके बाद तेज़ी से रन बनाने की कोशिश में विराट कोहली ( 38 ) ही शाकिब की गेंद पर कैच आउट हो गए और बांग्लादेश को मिली तीसरी सफलता ।,0.5671276403520978,0.4815092081725061,इसके बाद तेज़ी से रन बनाने की कोशिश में विराट कोहली ( 38 ) कैच आउट हो गए और बांग्लादेश को तीसरी सफलता मिली ।,"After trying to score runs quickly, Virat Kohli (38) caught off Shakib's delivery and Bangladesh got the third success.",इसके बाद तेज़ी से रन बनाने की कोशिश में विराट कोहली (38) शाकिब की गेंद पर कैच दे बैठे और बांग्लादेश को मिली तीसरी सफलता।,0.08561843217959175
अजिंक्य रहाणे 28 रन बनाकर शाकिब की गेंद पर भारत को चौथा झटका लगा ।,0.5095231471606585,0.7331765459202478,अजिंक्य रहाणे 28 रन बनाकर शाकिब की गेंद पर आउट हो गए और भारत को लगा चौथा झटका ।,Ajinkya Rahane scored 28 off Shakib's ball and made India the fourth blow.,अजिंक्य रहाणे 28 रन बनाकर शाकिब की गेंद पर बोल्ड हो गए और भारत को लगा चौथा झटका।,-0.22365339875958934
पहली पारी में भारत को मिली बड़ी,0.8668778997501817,0.8668778997501817,पहली पारी में भारत को मिली बड़ी,India got big lead in first innings,पहली पारी में भारत को मिली बड़ी बढ़त,0.0
पहली पारी में भारत के 687 रनों के जवाब में खेलते हुए बांग्लादेश की टीम 388 रन बनाकर ऑल आउट हो गई ।,0.9067110266941047,0.9067110266941047,पहली पारी में भारत के 687 रनों के जवाब में खेलते हुए बांग्लादेश की टीम 388 रन बनाकर ऑल आउट हो गई ।,In the first innings India's 687 runs in response to Bangladesh's 388 runs out of the match was out,पहली पारी में भारत के 687 रनों के जवाब में खेलते हुए बांग्लादेश की टीम 388 रन बनाकर ऑल आउट हो गई।,0.0
बांग्लादेश की तरफ से कप्तान मुशफिकुर रहीम ने शानदार शतक जमाते हुए 127 रन की पारी खेली ।,0.6654377827941901,0.8852140475440834,बांग्लादेश की तरफ से उनके कप्तान मुशफिकुर रहीम ने शानदार शतक जमाते हुए 127 रन का पारी खेली ।,Bangladesh captain Mushfiqur Rahim scored a magnificent century with 127 runs.,बांग्लादेश की तरफ से उनके कप्तान मुशफिकुर रहीम ने शानदार शतक जमाते हुए 127 रन का पारी खेली।,-0.2197762647498933
पहली पारी के आधार पर भारत को 299 रन की बढ़त मिली ।,0.8242367502646054,0.8242367502646054,पहली पारी के आधार पर भारत को 299 रन की बढ़त मिली ।,"On the basis of first innings, India got 299 runs.",पहला पारी के आधार पर भारत को 299 रन की बढ़त मिली है।,0.0
अश्विन ने तोड़ दिया ये बड़ा,0.2295748846661433,0.36064528799877893,अश्विन ने तोड़ा ।,Ashwin broke this big record,अश्विन ने तोड़ा ये बड़ा रिकॉर्ड,-0.13107040333263564
मुश्फिकुर रहीम ( 127 ) रन बनाकर खेल रहे मुशफिकुर रहीम की गेंद पर साहा के हाथों कैच आउट हो गए और बांग्लादेश को लगा झटका ।,0.23386786214190372,0.15048435361489218,इसके बाद मुशफिकर रहीम ( 127 ) रन बनाकर साहा की गेंद पर साहा के हाथों कैच आउट हो गए और बांग्लादेश को मिली सफलता मिली ।,"Mushfiqur Rahim (127), playing a hundred by scoring a century, was caught by Saha at the hands of Saha, and put Bangladesh in charge.",अश्विन ने शतक जमाकर खेल रहे मुशफिकुर रहीम (127) को साहा के हाथों कैच आउट करा कर बांग्लादेश की पारी समेट दी।,0.08338350852701154
इसी के साथ अश्विन टेस्ट क्रिकेट में 250 विकेट लेने वाले तेज गेंदबाज भी बन गए हैं ।,0.4989070972910272,0.26581252768594177,इसी के साथ अश्विन ने टेस्ट क्रिकेट में 250 विकेट लेने का कारनामा किया है ।,"With this, Ashwin has also become the fastest bowlers to take 250 wickets in Test cricket.",इसी के साथ अश्विन टेस्ट क्रिकेट में सबसे तेज़ 250 विकेट लेने वाले गेंदबाज़ भी बन गए।,0.23309456960508546
अश्विन ने डेनिस फ्रीडमैन का रिकॉर्ड तोड़ दिया ।,0.19070828081828378,0.092875289995668,अश्विन ने गुणातालिका को बोल्ड कर यह साझेदारी तोड़ी ।,Ashwin broke the record of Dennis Lilly.,अश्विन ने डेनिस लिली के रिकॉर्ड को तोड़ा।,0.09783299082261578
क्रिकेट की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,क्रिकेट की खबरों के लिए यहां क्लिक,Click here for cricket news,क्रिकेट की खबरों के लिए यहां क्लिक करें,0.0
खेल की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,खेल की खबरों के लिए यहां क्लिक,Click here for sports news,खेल की खबरों के लिए यहां क्लिक करें,0.0
,0.0,0.0,मोहाली ।,Bengaluru,बेंगलुरू।,0.0
भारत और इंग्लैंड के बीच बुधवार को तीसरा और निर्णायक टी20 मैच खेला गया ।,0.8507331335123524,0.4935578819979932,भारत और इंग्लैंड के बीच बुधवार को खेला गया तीसरा और निर्णायक मैच खेला गया ।,The third and deciding T20 match was played between India and England on Wednesday.,भारत और इंग्लैंड के बीच बुधवार को तीसरा और निर्णायक टी20 मैच खेला गया।,0.35717525151435914
इस मैच में बेंगलुरु में इंग्लैंड ने टॉस जीतकर पहले गेंदबाजी का फैसला किया ।,0.5421806974540421,0.5301288270677014,इस मैच में इंग्लैंड ने टॉस जीतकर पहले गेंदबाजी का फैसला किया है ।,"In this match in Bengaluru, England won the toss and decided to bowl first.",बेंगलुरू में चल रहे इस मुकाबले में इंग्लैंड ने टॉस जीतकर पहले गेंदबाजी का फैसला किया।,0.012051870386340702
भारत ने पहले बल्लेबाजी करते हुए निर्धारित 20 ओवर में 6 विकेट पर 202 रन बनाए और इंग्लैंड को 203 रनों का विशाल लक्ष्य दिया ।,0.7432254773174188,0.674598129490183,भारत ने पहले बल्लेबाजी करते हुए 20 ओवर में 6 विकेट के नुकसान पर 256 रन बनाए और इंग्लैंड को विशाल लक्ष्य दिया ।,"India batted first, scored 202 runs in the 20th over for 6 wickets and gave England a huge target of 203 runs.",भारत ने पहले बल्लेबाजी करते हुए 20 ओवर में 6 विकेट के नुकसान पर 202 रन बनाए और इंग्लैंड को 203 रनों का विशाल लक्ष्य दिया।,0.06862734782723579
जवाब में इंग्लैंड की टीम 16 . 3 ओवर में 127 रन पर सिमट गई और भारत ने 75 रनों से जीत दर्ज की ।,0.40489936706391494,0.20776569671187678,जवाब में इंग्लैंड की टीम ने 16 . 3 ओवर में 7 विकेट के नुकसान पर 127 रन बनाकर जीत दर्ज की ।,"In reply, England's team lost to 127 runs in 16.3 overs and India won by 75 runs.",जवाब में इंग्लैंड की टीम 16.3 ओवर में 127 रन पर ही सिमट गई और भारत को 75 रन से जीत मिली।,0.19713367035203816
इसके अलावा इंग्लैंड के खिलाफ टेस्ट और वनडे सीरीज के बाद भारत ने टी - 20 सीरीज़ भी अपने नाम कर ली है ।,0.5330640187089944,0.11833064662823946,इसके अलावा 2008 के बाद भारत के खिलाफ टेस्ट सीरीज में भारत के खिलाफ टी - 20 सीरीज भी भी हो गया है ।,"In addition to this, after the Test and ODI series against England, India has also named the T20 series.",इसके साथ ही इंग्लैंड के खिलाफ टेस्ट और वनडे सीरीज के बाद भारत ने टी20 सीरीज भी अपने नाम कर ली।,0.414733372080755
मैच में भारत को पहला झटका दूसरे ओवर की पहली ही गेंद पर लगा जब विराट और राहुल के बीच तालमेल में कमी की वजह से विराट कोहली ( 2 ) रन आउट हो गए ।,0.6045057628802218,0.4374432186334941,मैच की इस मैच में भारत को पहला झटका दूसरे ओवर की पहली ही गेंद पर लगा जब कप्तान विराट कोहली ( 2 ) रन आउट हो गए ।,"In the match, India lost the first blow to the first ball of the second over when captain Virat Kohli (2) was run out due to lack of coordination between Virat and Rahul.",मैच में भारत को पहला झटका दूसरे ओवर की पहली ही गेंद पर लग गया जब विराट और राहुल के बीच तालमेल में कमी के कारण कप्तान विराट कोहली (2) रन आउट हो गए।,0.16706254424672773
इसके बाद सुरेश रैना और लोकेश राहुल ने पारी को संभाला और ताबड़तोड़ बल्लेबाजी की ।,0.861173529963367,0.861173529963367,इसके बाद सुरेश रैना और लोकेश राहुल ने पारी को संभाला और ताबड़तोड़ बल्लेबाजी की ।,After that Suresh Raina and Lokesh Rahul took the innings and started batting fast.,इसके बाद सुरेश रैना और लोकेश राहुल ने पारी को संभाला और ताबड़तोड़ बल्लेबाजी शुरू की।,0.0
"हालांकि आठवें ओवर में स्टोक्स ने राहुल ( 22 ) को बोल्ड कर इस साझेदारी को तोड़ दिया , लेकिन इसके बाद रैना का ये धमाल जारी रहा और उन्होंने 39 गेंदों पर ताबड़तोड़ छक्के से अपना अर्धशतक पूरा किया ।",0.3173446769518224,0.4490667137192901,"हालांकि आठवें ओवर में स्टोक्स ने राहुल ( 22 ) को बोल्ड करके इस साझेदारी को तोड़ा , लेकिन इसके बाद रैना ने शानदार छक्के के साथ 39 गेंदों पर अपना अर्धशतक भी पूरा कर लिया ।","Although in the eighth over, Stokes broke this partnership by bowling Rahul (22), but after this, Raina continued to flutter and he completed his half-century on 39 balls with superb sixes.","हालांकि आठवें ओवर में स्टोक्स ने राहुल (22) को बोल्ड करके ये साझेदारी तोड़ दी, लेकिन इसके बाद भी रैना का जलवा जारी रहा और उन्होंने शानदार छक्के के साथ 39 गेंदों पर अपना अर्धशतक पूरा कर लिया।",-0.1317220367674677
रैना ने 45 गेंदों पर 63 रनों की धुआंधार पारी खेलकर 38 रन की धुआंधार पारी खेलकर मोर्गन की गेंद पर टिके रहे ।,0.3955040035780088,0.1028565336945292,धुआंधार पारी खेल रहे रैना ने 45 गेंदों पर धुआंधार 63 रन की धुआंधार पारी खेली जिससे मोर्गन की जिम्मेदारी भरी गेंद पर हिटविकेट आउट हो गए ।,"Raina, after playing a smoky innings of 63 runs in 45 balls, kept the ball from Morgan for a plunket ball.",रैना इसके बाद 45 गेंदों पर 63 रनों की धुआंधार पारी खेलकर प्लंकेट की गेंद पर मॉर्गन को कैच थमा बैठे।,0.2926474698834796
इसी के साथ ये भारत को तीसरा झटका लगा ।,0.2777619034011791,0.44632361378533286,इसी के साथ भारत को तीसरा झटका लगा ।,With this it was India's third shock.,इसके साथ भारत को तीसरा झटका लगा।,-0.16856171038415374
इसके बाद युवराज ने 10 गेंदों पर 27 रन की दमदार पारी खेली जिसमें तीन छक्के और एक चौके शामिल रहे ।,0.5941559820562806,0.5123350305765596,इसके बाद युवराज ने 10 गेंदों पर 27 रनों की शानदार पारी खेली जिसमें 3 छक्के और 1 चौके शामिल रहे ।,After that Yuvraj played an impressive innings of 27 runs in 10 balls including three sixes and one four.,इसके बाद युवराज ने 10 गेंदों पर 27 रनों की ताबड़तोड़ पारी खेली जिसमें तीन छक्के और एक चौका शामिल रहा।,0.08182095147972102
वो मिल्स की गेंद पर कीपर सफारी के हाथों कैच आउट हुए ।,0.2545093860020286,0.24712442545253582,वो मिल्स की गेंद पर कीपर सरफराज़ वोहरा के हाथों लपके गए ।,They were out on the ball of Mills at the hands of keeper Keeper.,वो कीपर बटलर के हाथों मिल्स की गेंद पर आउट हुए।,0.007384960549492781
धौनी ने अपने टी - 20 करियर का सर्वाधिक 36 गेंदों पर 56 रन की पारी खेली ।,0.2165768464503216,0.050994085084353755,धौनी ने अपने टी - 20 करियर का 19वां शतक जड़ दिया ।,Dhoni smashed 56 off 36 balls with the highest score of his T20 career.,धौनी ने 36 गेंदों पर 56 रनों की धुआंधार पारी खेली जो उनके टी20 करियर का सर्वाधिक स्कोर भी बना।,0.16558276136596783
धौनी की गेंद पर राशिद की गेंद पर उनका कैच राशिद ने लपका ।,0.19674979811155635,0.2596535889340338,धौनी की गेंद पर राशिद को कैच राशिद ने पकड़ा ।,Dhoni's ball was caught by Rashid on the ball.,धौनी जॉर्डन की गेंद पर राशिद के हाथों कैच आउट हुए।,-0.06290379082247743
"वहीं , पारी की आखिरी गेंद पर हार्दिक पांड्या ( 11 ) रन आउट हो गए ।",0.19345299022826185,0.2744348133674281,"वहीं , हार्दिक पांड्या ( 11 ) पारी की अंतिम गेंद पर रन आउट हो गए ।","At the same time, Hardik Pandya (11) was run out on the last ball of the innings.","वहीं, पारी की अंतिम गेंद पर हार्दिक पांड्या (11) रन आउट हुए।",-0.08098182313916624
"इंग्लैंड की तरफ से मिल्स , जॉर्डन , प्लंकेट और स्टोक्स ने 1 - 1 विकेट हासिल किया ।",0.26104909033290696,0.195647514979229,"इंग्लैंड की ओर से मिल्स , प्लंकेट और स्टोक्स ने 1 - 1 विकेट लिए ।","Mills, Jordan, Plunkett and Stokes took 1-1 wickets from England.","इंग्लैंड की तरफ से मिल्स, जॉर्डन, प्लंकेट और स्टोक्स ने 1-1 विकेट लिया।",0.06540157535367797
क्रिकेट की अन्य खबरों के लिए यहां क्लिक,0.8824969025845955,0.8824969025845955,क्रिकेट की अन्य खबरों के लिए यहां क्लिक,Click here for other cricket news,क्रिकेट की अन्य खबरों के लिए यहां क्लिक करें,0.0
जवाब में उतरी इंग्लिश टीम को पहला झटका ओपनर सैम बिलिंग्स के तौर पर लगा ।,0.722160038719837,0.722160038719837,जवाब में उतरी इंग्लिश टीम को पहला झटका ओपनर सैम बिलिंग्स के तौर पर लगा ।,"In response, the English team felt the first shock as Opener Sam Billings.",जवाब में उतरी इंग्लिश टीम को पहला झटका ओपनर सैम बिलिंग्स के रूप में लगा।,0.0
बिलिंग्स को मुजाराबानी चहल ने रैना के हाथों कैच आउट करवाया ।,0.268565108847214,0.25526076207555654,बिलिंग्स को चमीरा ने रैना के हाथों कैच आउट करवाया ।,Bills was caught out by Yaswendra Chahal at the hands of Raina in the hands of Raina.,बिलिंग्स शून्य पर युजवेंद्र चहल की गेंद पर रैना के हाथों कैच आउट हो गए।,0.013304346771657483
इंग्लैंड का दूसरा विकेट जेसन रॉय के रूप में गिरा जो सातवें ओवर में मिश्रा का शिकार बने ।,0.8852140475440834,0.5986744307891794,इंग्लैंड का दूसरा विकेट जेसन रॉय के रूप में गिरा जो सातवें ओवर में मिश्रा की गेंद पर मिश्रा को कैच थमा बैठे ।,"England's second wicket fell in the form of Jason Roy, who became Mishra's victim in the seventh over.",इंग्लैंड का दूसरा विकेट जेसन रॉय के रूप में गिरा जो सातवें ओवर में मिश्रा का शिकार बने।,0.286539616754904
धौनी का कैच बुमराह ने लपका ।,0.08643019616048525,0.08643019616048525,धौनी का कैच सैंटनर ने पकड़ा ।,Dhoni's catch was caught by Dhoni,उनका कैच धौनी ने लपका।,0.0
रॉय ने 32 रन बनाए ।,0.5081327481546147,0.5081327481546147,रॉय ने 32 रन बनाए ।,Roy scored 32 runs.,रॉय ने 32 रन बनाए।,0.0
"इसके बाद मोर्गन और रूट ने कुछ समय के लिए पारी को संभाला और कुछ देर बाद ही विराट से गले लगा दिया , जिससे वो चहल ने तो हैरान ही कर दिया ।",0.1764939433822467,0.3175510613399531,इसके बाद मॉर्गन और रूट ने कुछ देर तक पारी को संभाला और कुछ देर तक पहुंचना सुंदर की गेंद पर उन्हीं को कैच थमा बैठे ।,"After this Morgan and Root took over the innings for some time and hoped for a while, but after that all of a sudden, Yujhvendra Chahal did the surprise.",इसके बाद मॉर्गन और रूट ने कुछ देर पारी को संभाला और उम्मीदें जगाईं लेकिन इसके बाद अचानक युजवेंद्र चहल ने जो धमाल मचाया उससे सब हैरान रह गए।,-0.1410571179577064
13 . 3 ओवर में अपना तीसरा विकेट गंवाने वाली इंग्लैंड ने अगले तीन ओवर में 8 विकेट के नुकसान पर शेष सभी 7 विकेट गंवा दिए ।,0.2815886324216451,0.07164713099850244,अपने तीसरे विकेट के रूप में में अपना तीसरा विकेट भी इंग्लैंड ने 13 . 3 ओवर में ही 2 विकेट खोकर हासिल कर लिया ।,"England, who lost their third wicket in 119.3 overs in 13.3 overs, lost all their remaining 7 wickets in 8 overs in the next three overs.",13.3 ओवर में 119 रन पर अपना तीसरा विकेट गंवाने वाली इंग्लिश टीम ने अगले तीन ओवरों में 8 रन के अंदर अपने बाकी सभी 7 विकेट गंवा दिए।,0.20994150142314266
"चहल ने इस मैच में 6 विकेट झटके , जो अंतरराष्ट्रीय टी20 के किसी मैच में किसी भी भारतीय का रिकॉर्ड है ।",0.6169034543248991,0.4608662469973654,"चहल ने इस मैच में 6 विकेट झटके , जो अंतरराष्ट्रीय टी20 मैचों में किसी भी भारतीय खिलाड़ी द्वारा किया है ।","Chahal hit 6 wickets in this match, which is a record of any Indian in a match of international T20.",चहल ने इस मैच में 6 विकेट झटके जो कि अंतरराष्ट्रीय टी20 के एक मैच में किसी भी भारतीय का रिकॉर्ड है।,0.15603720732753373
खेल जगत की अन्य खबरों के लिए यहां क्लिक,0.8948393168143697,0.8948393168143697,खेल जगत की अन्य खबरों के लिए यहां क्लिक,Click here for other sports news reports,खेल जगत की अन्य खबरों के लिए यहां क्लिक करें,0.0
,0.0,0.0,मोहाली ।,Bhubaneswar,भुवनेश्वर।,0.0
भारतीय ब्लाइंड क्रिकेट टीम का ये ब्लाइंड क्रिकेट टीम लगातार जीत रही है ।,0.16503949631329087,0.18399375779327512,भारतीय ब्लाइंड क्रिकेट टीम को ब्लाइंड ब्लाइंड विश्व कप का हिस्सा मिल गया है ।,The Indian Blind Cricket team has continued to win the Blind T20 World Cup.,भारतीय ब्लाइंड क्रिकेट टीम ने ब्लाइंड टी20 विश्व कप में अपनी जीत का सिलसिला जारी रखा है।,-0.018954261479984247
आज भारतीय टीम ने न्यूजीलैंड को 9 विकेट से हराया ।,0.7177659214467677,0.4240125351805037,आज भारतीय टीम ने न्यूज़ीलैंड को 9 विकेट से मात दी ।,Today the Indian team defeated New Zealand by 9 wickets.,आज भारतीय टीम ने न्यूजीलैंड को 9 विकेट से करारी शिकस्त दी।,0.29375338626626396
